sqft,bdrms,age,ocean_proximity,median_income,population,price
2505,376,18,<1H OCEAN,4.8359,1162,195700
2131,329,21,<1H OCEAN,4.6648,1094,193000
1699,272,26,<1H OCEAN,3.9871,799,157700
3680,559,4,<1H OCEAN,5.0639,1678,201700
2197,329,10,<1H OCEAN,4.9766,1064,199600
1997,317,32,<1H OCEAN,5.062,866,158900
1534,251,15,<1H OCEAN,4.9028,761,193600
1391,287,52,<1H OCEAN,1.7431,632,131500
3404,711,33,<1H OCEAN,3.1078,1579,146700
1966,413,50,<1H OCEAN,2.3506,985,136100
2020,344,43,<1H OCEAN,3.6815,692,181800
2844,551,32,<1H OCEAN,2.7188,1337,133700
2866,648,4,<1H OCEAN,2.8649,1311,186500
2980,585,10,<1H OCEAN,3.285,1593,218300
2725,514,21,<1H OCEAN,3.6639,1466,128600
1433,270,28,<1H OCEAN,4.0125,1001,130100
1678,307,20,<1H OCEAN,4.4342,840,160700
2739,414,24,<1H OCEAN,4.8155,1171,162900
1799,470,24,<1H OCEAN,2.0673,1416,136900
3518,608,31,<1H OCEAN,3.6212,1386,151400
2298,511,19,<1H OCEAN,2.212,1246,132000
2350,631,19,<1H OCEAN,1.0349,1291,130800
1932,350,18,<1H OCEAN,4.125,1071,139800
2299,403,16,<1H OCEAN,4.2125,1245,148300
2069,343,14,<1H OCEAN,4.5066,1240,149800
2813,492,9,<1H OCEAN,4.0431,1144,226800
1774,263,21,<1H OCEAN,4.65,724,152500
2712,428,9,<1H OCEAN,4.5536,1116,190100
1885,286,8,<1H OCEAN,5.0206,835,261000
5762,1115,6,<1H OCEAN,3.0723,2551,137300
1619,360,22,<1H OCEAN,1.7941,1509,110300
1705,344,26,<1H OCEAN,3.7589,1605,113700
1920,380,25,<1H OCEAN,3.0368,1434,129300
1897,354,10,<1H OCEAN,3.7679,1353,131300
2374,562,29,<1H OCEAN,2.6531,1617,108300
1685,315,30,<1H OCEAN,3.4722,1290,112500
2121,445,21,<1H OCEAN,4.0603,2211,117600
1299,280,11,<1H OCEAN,2.5556,1158,129200
1228,379,39,<1H OCEAN,1.899,851,113300
1248,284,34,<1H OCEAN,2.9167,986,104200
1949,396,26,<1H OCEAN,2.875,1575,121400
1574,447,32,<1H OCEAN,1.8625,1772,90200
2481,476,24,<1H OCEAN,3.1576,1101,147200
1368,308,17,<1H OCEAN,1.8633,642,109400
868,244,15,<1H OCEAN,2.0995,1133,87500
2098,558,16,<1H OCEAN,2.1509,1252,67500
3004,794,38,<1H OCEAN,2.2743,2601,106400
2207,644,10,<1H OCEAN,2.375,2232,98500
1877,516,29,<1H OCEAN,1.6875,1634,122700
1479,532,7,<1H OCEAN,2.2538,1057,162500
1058,232,26,<1H OCEAN,3.6422,891,120600
1702,447,24,<1H OCEAN,2.4091,1240,115500
1353,345,23,<1H OCEAN,1.8185,1322,97800
1401,294,27,NEAR OCEAN,2.5809,1306,83200
1145,297,38,NEAR OCEAN,2.1776,1107,89100
2090,469,5,NEAR OCEAN,2.4318,1911,86100
711,140,44,NEAR OCEAN,2.1094,384,73800
17738,3114,29,NEAR OCEAN,2.7377,12427,28300
3069,518,26,NEAR OCEAN,4.3162,1524,136400
562,164,11,NEAR OCEAN,2.0161,504,118800
1298,358,22,NEAR OCEAN,1.6488,1272,117500
2364,604,26,NEAR OCEAN,1.9444,1520,129400
2482,586,8,NEAR OCEAN,3.071,1427,120400
1438,320,31,NEAR OCEAN,2.4583,816,128100
686,217,16,NEAR OCEAN,0.8106,614,83300
787,126,8,NEAR OCEAN,4.6023,446,163400
2330,422,30,NEAR OCEAN,3.8512,1255,134600
2696,622,27,NEAR OCEAN,3.0352,1322,135400
1051,235,40,NEAR OCEAN,2.0865,574,111500
2143,593,10,NEAR OCEAN,2.0819,1167,103300
885,223,14,NEAR OCEAN,2.5966,533,109300
2193,430,32,NEAR OCEAN,2.3333,1074,130200
2549,428,16,NEAR OCEAN,4.2875,1486,150700
2253,382,27,NEAR OCEAN,3.3203,1197,134700
2265,512,30,NEAR OCEAN,1.975,1402,134000
2215,578,27,NEAR OCEAN,1.9257,1544,135300
1182,243,21,NEAR OCEAN,3.1442,733,131600
980,276,25,NEAR OCEAN,2,896,87500
1408,301,48,NEAR OCEAN,2.9271,682,146600
1697,334,37,NEAR OCEAN,2.3804,740,148000
1912,406,16,NEAR OCEAN,3.4063,1009,138000
1226,277,17,NEAR OCEAN,3.2167,484,112500
2571,499,34,NEAR OCEAN,3.7778,1105,150000
1840,309,32,NEAR OCEAN,4.5486,828,172400
3231,549,22,NEAR OCEAN,4.5417,1739,142400
3329,504,7,NEAR OCEAN,4.7875,1462,198300
2904,702,5,NEAR OCEAN,3.0081,1302,135200
3376,525,4,NEAR OCEAN,4.9237,1684,166600
2162,395,40,NEAR OCEAN,2.5667,1010,239300
1897,331,4,NEAR OCEAN,4.1563,915,172600
1933,316,26,NEAR OCEAN,4.4628,1001,134400
2445,368,25,NEAR OCEAN,4.9286,983,180100
2441,463,23,NEAR OCEAN,3.7917,1392,142200
2185,386,15,NEAR OCEAN,5.3765,827,223100
1868,268,21,NEAR OCEAN,6.4678,522,249300
2830,430,17,NEAR OCEAN,4.9292,1035,207200
2387,385,24,NEAR OCEAN,4.4595,1051,152700
2535,383,21,NEAR OCEAN,5.6177,1012,183800
1868,315,18,NEAR OCEAN,4.7946,747,290600
2353,389,26,NEAR OCEAN,3.87,1420,125800
2054,373,33,NEAR OCEAN,3.6023,1067,128300
2187,277,6,NEAR OCEAN,6.2685,697,307400
1450,642,23,NEAR OCEAN,1.179,1258,225000
2741,623,25,NEAR OCEAN,2.2647,2272,216700
2307,650,14,NEAR OCEAN,2.1652,5723,37500
2472,685,14,NEAR OCEAN,3.3026,1292,229500
1734,365,16,NEAR OCEAN,4.4777,962,282500
2206,541,16,NEAR OCEAN,3.75,1227,223100
2367,492,22,NEAR OCEAN,3.6304,1333,312200
2001,365,24,NEAR OCEAN,6.0992,1170,268800
2168,373,24,NEAR OCEAN,5.4197,934,280900
977,162,28,NEAR OCEAN,4.2404,537,274300
4424,616,26,NEAR OCEAN,6.3654,1839,331200
1765,301,28,NEAR OCEAN,6.0256,1173,276800
4382,618,26,NEAR OCEAN,7.4734,1728,432200
3488,452,22,NEAR OCEAN,7.1687,1479,384400
1915,277,23,NEAR OCEAN,6.2987,724,348200
4724,793,27,NEAR OCEAN,5.5954,2394,261400
2786,470,25,NEAR OCEAN,5.5184,1669,268300
3160,507,25,NEAR OCEAN,5.0767,1514,271200
2143,324,17,NEAR OCEAN,6.0321,1073,402600
1241,248,21,NEAR OCEAN,3.8056,746,425000
1062,309,28,NEAR OCEAN,1.5071,1058,316700
1576,580,24,NEAR OCEAN,1.24,1630,325000
1626,375,26,NEAR OCEAN,2.1471,1580,187500
3678,567,24,NEAR OCEAN,6.5173,1554,334000
3172,588,23,NEAR OCEAN,4.6806,1467,288900
3592,533,24,NEAR OCEAN,6.7247,1683,333800
1739,402,26,NEAR OCEAN,3.0875,599,198400
2239,475,22,NEAR OCEAN,4.875,1016,295400
961,305,14,NEAR OCEAN,3.2115,662,206300
1482,345,15,NEAR OCEAN,3.0773,669,112500
1414,463,16,NEAR OCEAN,3.6034,793,150000
1992,531,28,NEAR OCEAN,2.7689,1622,228200
796,281,35,NEAR OCEAN,2.1389,567,260000
798,346,31,NEAR OCEAN,2.1417,699,205000
2552,443,22,NEAR OCEAN,5.1271,1066,342500
3318,441,28,NEAR OCEAN,9.7821,1604,500001
3104,415,20,NEAR OCEAN,9.6885,1061,500001
2674,419,27,NEAR OCEAN,5.0294,1176,280200
3143,537,27,NEAR OCEAN,4.6957,1760,271500
2845,500,22,NEAR OCEAN,5.6604,1456,276400
1479,314,25,NEAR OCEAN,4.1797,977,271800
2864,495,28,NEAR OCEAN,4.835,1364,353400
3611,563,26,NEAR OCEAN,5.1615,2089,276200
1141,333,38,<1H OCEAN,2.7333,1028,182500
1525,363,37,<1H OCEAN,2.8971,1075,186100
2453,573,30,<1H OCEAN,3.7396,1845,210700
1668,380,44,<1H OCEAN,3.2083,1143,181900
1007,245,47,<1H OCEAN,2.9545,581,237500
1034,239,52,<1H OCEAN,2.7411,531,227100
2082,626,42,<1H OCEAN,3.25,1396,185300
1345,287,50,<1H OCEAN,3.5966,791,245800
241,69,52,<1H OCEAN,2.619,385,212500
357,120,35,<1H OCEAN,3.0139,377,204200
2101,524,42,<1H OCEAN,3.6389,1212,239200
2584,491,52,<1H OCEAN,4.4,1087,391300
2009,338,52,<1H OCEAN,5.5259,841,295800
2962,557,52,<1H OCEAN,4.7768,1215,301100
1449,291,44,<1H OCEAN,3.575,676,292200
2142,358,44,<1H OCEAN,5.4273,846,421000
1809,317,34,<1H OCEAN,4.3,863,330500
2189,607,35,<1H OCEAN,2.8042,1193,240900
454,147,28,<1H OCEAN,2.9853,366,187500
2562,410,52,<1H OCEAN,4.8854,973,330600
2125,382,52,<1H OCEAN,5.2831,930,299500
197,44,34,<1H OCEAN,4.05,152,200000
2212,563,52,<1H OCEAN,2.894,1195,209500
658,318,49,<1H OCEAN,0.7068,467,200000
1283,390,11,<1H OCEAN,4.226,718,166700
1009,231,52,<1H OCEAN,2.5,929,162500
1547,625,40,<1H OCEAN,1.2887,1493,212500
1495,552,6,<1H OCEAN,2.8798,1087,225000
1904,689,36,<1H OCEAN,2.0972,3561,187500
1562,439,48,<1H OCEAN,2.5673,1469,177500
1197,416,46,<1H OCEAN,2.1714,898,190600
1106,494,20,<1H OCEAN,0.8894,851,350000
1423,467,43,<1H OCEAN,1.6708,1013,204200
1390,365,52,<1H OCEAN,2.1442,921,188900
2087,402,42,<1H OCEAN,4.2149,1342,199000
1728,350,49,<1H OCEAN,3.5781,1146,193000
2879,631,47,<1H OCEAN,3.2599,2229,183100
1185,296,43,<1H OCEAN,2.925,933,170800
2019,615,44,<1H OCEAN,2.0549,1243,193800
1086,219,43,<1H OCEAN,4.2381,715,193500
1566,375,37,<1H OCEAN,3.2793,1223,174500
1267,353,44,<1H OCEAN,2.4196,1018,194400
1704,418,52,<1H OCEAN,2.8167,1336,183500
1170,215,52,<1H OCEAN,2.6667,604,325900
1087,166,52,<1H OCEAN,6.6345,650,309000
2479,541,39,<1H OCEAN,2.4306,1990,289100
867,232,52,<1H OCEAN,2.6312,1264,302900
3500,1036,27,<1H OCEAN,2.9222,3019,153700
1448,330,46,<1H OCEAN,2.4968,1094,174100
1557,424,52,<1H OCEAN,2.3277,1580,183700
5274,1625,29,<1H OCEAN,2.5947,6234,177300
2277,508,40,<1H OCEAN,3.0089,1718,185200
395,164,41,<1H OCEAN,2.375,549,175000
3300,1154,35,<1H OCEAN,1.473,3120,213600
3137,685,37,<1H OCEAN,3.0156,2048,270300
1192,371,45,<1H OCEAN,2.8594,1084,205900
1279,358,42,<1H OCEAN,2.2583,1254,192500
1014,246,34,<1H OCEAN,2.8864,952,172500
1242,338,30,<1H OCEAN,2.6607,1438,169300
1331,374,40,<1H OCEAN,2.7546,1276,172500
1105,241,43,<1H OCEAN,2.1149,982,184900
977,265,41,<1H OCEAN,3.2317,865,184800
1994,404,52,<1H OCEAN,4.3882,1014,223600
2125,431,52,<1H OCEAN,5.8186,1014,281100
1274,313,48,<1H OCEAN,3.7738,971,220600
1067,256,42,<1H OCEAN,3.0096,608,180800
2962,898,16,<1H OCEAN,2.5804,1555,216300
1460,492,52,<1H OCEAN,2.5833,1165,167500
818,269,37,<1H OCEAN,2.1902,576,250000
2451,472,46,<1H OCEAN,4.8519,1163,225800
2711,728,51,<1H OCEAN,3,1607,184700
836,254,39,<1H OCEAN,3.5256,704,192600
1902,554,31,<1H OCEAN,2.4207,1485,165600
2089,641,28,<1H OCEAN,2.3633,1666,198400
1135,215,50,<1H OCEAN,4.2614,500,211300
2364,578,5,<1H OCEAN,5.2642,1102,246400
1680,312,30,<1H OCEAN,4.0474,858,280500
4348,814,26,<1H OCEAN,4.7275,2347,293000
1111,226,16,<1H OCEAN,2.7153,317,233300
2182,704,26,<1H OCEAN,2.8981,1638,229800
876,150,34,<1H OCEAN,5.2769,424,241100
3242,780,26,<1H OCEAN,3.1107,2100,247900
2111,485,16,<1H OCEAN,5.0477,1285,292500
1377,430,29,<1H OCEAN,2.6573,969,252800
6035,1551,13,<1H OCEAN,4.0524,2946,213900
6277,1742,14,<1H OCEAN,4.0653,3025,234200
2088,358,36,<1H OCEAN,4.2762,772,310100
1335,296,35,<1H OCEAN,3.6053,635,345800
3104,811,28,<1H OCEAN,3.6429,1488,332600
3052,587,46,<1H OCEAN,4.7287,1373,340000
3627,666,39,<1H OCEAN,4.537,1531,345900
828,151,43,<1H OCEAN,4.4375,446,327600
2095,427,31,<1H OCEAN,3.6563,829,344700
616,131,31,<1H OCEAN,3.625,185,265000
1844,340,40,<1H OCEAN,3.3682,719,235200
3085,552,28,<1H OCEAN,4.5795,1277,262800
1604,284,47,<1H OCEAN,5.8415,639,283300
2071,362,52,<1H OCEAN,4.2414,825,284800
2986,627,47,<1H OCEAN,3.7455,1399,247400
1456,269,52,<1H OCEAN,5.036,582,296600
1575,284,52,<1H OCEAN,5.6437,629,312000
1867,398,42,<1H OCEAN,4.325,927,247000
2026,396,44,<1H OCEAN,4.1406,908,274100
2355,426,47,<1H OCEAN,5.3955,961,282300
2639,448,46,<1H OCEAN,5.0662,938,331600
1568,351,38,<1H OCEAN,2.7042,710,286600
1797,244,26,<1H OCEAN,7.8575,626,424600
1389,225,36,<1H OCEAN,6.6331,623,283300
943,135,34,<1H OCEAN,5.1765,378,344600
945,149,36,<1H OCEAN,5.6266,371,320500
2189,307,35,<1H OCEAN,7.6659,800,426900
3597,664,18,<1H OCEAN,5.3077,1321,351400
2241,437,36,<1H OCEAN,3.9625,989,288200
1260,199,32,<1H OCEAN,6.5858,560,346700
2422,370,34,<1H OCEAN,5.6494,1010,376200
3163,832,10,<1H OCEAN,4.1674,1537,214000
4356,1334,18,<1H OCEAN,3.6294,1968,240000
2859,464,27,<1H OCEAN,5.0822,1144,327500
2862,544,30,<1H OCEAN,5.1104,1387,278100
1932,552,23,<1H OCEAN,3.662,997,211900
1030,191,39,<1H OCEAN,3.9265,537,236900
2104,388,43,<1H OCEAN,4.9236,1137,238000
3843,716,21,<1H OCEAN,4.6758,1850,264200
3611,803,10,<1H OCEAN,5.2,1599,248700
1482,255,34,<1H OCEAN,5.5121,584,264700
3942,749,16,<1H OCEAN,5.2894,1894,332800
1103,175,39,<1H OCEAN,2.8125,446,291300
1306,259,33,<1H OCEAN,4.5208,762,230700
3874,656,36,<1H OCEAN,4.9662,1826,258500
1944,343,31,<1H OCEAN,4.9205,975,240500
3028,486,27,<1H OCEAN,4.5833,1284,308800
3280,569,33,<1H OCEAN,4.5625,1583,253500
1855,345,35,<1H OCEAN,6.0196,985,255100
3428,753,28,<1H OCEAN,4.1033,1753,281000
6201,783,26,<1H OCEAN,7.9819,2381,397000
5536,862,29,<1H OCEAN,5.6358,2651,282100
4412,862,30,<1H OCEAN,5.0062,2168,232000
5650,817,29,<1H OCEAN,6.4285,2098,337300
3756,,26,<1H OCEAN,5.6427,1408,320000
3410,583,33,<1H OCEAN,5.0714,1739,255600
2714,502,28,<1H OCEAN,5.7385,1389,240400
5483,1079,20,<1H OCEAN,4.6845,2892,250000
4538,685,28,<1H OCEAN,5.4609,1996,263600
4447,661,20,<1H OCEAN,6.8088,2062,283300
4258,719,25,<1H OCEAN,5.1461,2290,267200
3776,620,32,<1H OCEAN,5.4675,1790,261100
3983,876,32,<1H OCEAN,3.5625,1989,255200
2705,449,23,<1H OCEAN,6.0791,1180,316500
1864,331,26,<1H OCEAN,5.5,956,231700
3025,689,25,<1H OCEAN,3.8893,1755,218600
1893,487,13,<1H OCEAN,3.8047,1018,204700
1676,471,13,<1H OCEAN,3.8936,710,225900
968,240,24,<1H OCEAN,2.8636,631,240300
2080,352,21,<1H OCEAN,5.2887,1040,264500
1741,323,26,<1H OCEAN,4.7069,1007,234800
2959,529,36,<1H OCEAN,4.2614,1125,268800
2418,375,35,<1H OCEAN,6.0936,988,365400
4613,749,34,<1H OCEAN,5.3922,2050,302900
2951,529,33,<1H OCEAN,4.1554,1288,313100
4308,717,32,<1H OCEAN,4.1645,2002,281900
2019,335,27,<1H OCEAN,5.8178,1020,267400
4567,688,24,<1H OCEAN,5.6895,2102,289000
3319,531,25,<1H OCEAN,5.8479,1560,263300
1481,256,28,<1H OCEAN,5.2088,688,240900
1839,471,39,<1H OCEAN,2.6818,1528,184900
1471,360,36,<1H OCEAN,2.7031,1182,175800
1787,508,38,<1H OCEAN,2.6386,2113,177600
2213,564,45,<1H OCEAN,3.2806,1920,164200
1939,652,24,<1H OCEAN,2.2259,1808,112500
859,199,28,<1H OCEAN,2.3293,455,215900
3797,984,6,<1H OCEAN,3.6802,2437,152400
360,124,14,<1H OCEAN,2.7411,134,112500
2692,749,16,<1H OCEAN,2.6763,1674,191100
2519,581,13,<1H OCEAN,4.3621,2094,173400
2228,559,19,<1H OCEAN,2.6,2845,172800
5762,1538,14,<1H OCEAN,3.6953,3979,192600
2987,874,16,<1H OCEAN,2.8024,4241,127900
735,158,19,<1H OCEAN,4.5208,597,188100
3015,581,22,<1H OCEAN,4.3419,2491,176300
1866,364,16,<1H OCEAN,5.3363,1835,212800
1892,568,18,<1H OCEAN,2.3715,974,228000
3305,749,21,<1H OCEAN,3.9688,2459,249600
6160,1222,14,<1H OCEAN,4.1444,2472,178400
4208,954,17,<1H OCEAN,2.3971,1476,87500
5684,1386,16,<1H OCEAN,3.1964,4203,185800
6275,1546,19,<1H OCEAN,2.7768,4312,178600
3403,656,24,<1H OCEAN,4.775,2829,191900
2937,648,4,<1H OCEAN,4.3851,1780,160400
2749,633,18,<1H OCEAN,3.925,1779,166100
11181,1895,19,<1H OCEAN,5.6058,7817,232700
1299,211,17,<1H OCEAN,4.5,825,235800
5957,1037,15,<1H OCEAN,6.2907,3838,253100
2277,428,17,<1H OCEAN,5.7078,1887,217000
2873,489,33,<1H OCEAN,5.0709,1946,176400
1828,453,10,<1H OCEAN,4.5943,1356,123500
1649,408,20,<1H OCEAN,3.3833,1729,115200
1115,250,33,<1H OCEAN,3.9009,1168,178600
2644,833,19,<1H OCEAN,3.1042,2317,183100
1340,235,31,<1H OCEAN,4.2361,1336,179500
2308,461,20,<1H OCEAN,4.2589,2223,191000
2085,394,16,<1H OCEAN,5.0225,1705,222800
1887,664,17,<1H OCEAN,2.5652,1906,165300
2044,402,22,<1H OCEAN,3.7102,1925,177500
1504,294,15,<1H OCEAN,5.5145,1267,219400
2731,578,14,<1H OCEAN,3.1382,1109,139700
1898,395,15,<1H OCEAN,4.4792,1527,212500
2528,511,26,<1H OCEAN,4.1165,2677,164900
2506,623,10,<1H OCEAN,3.135,2634,231400
3279,647,23,<1H OCEAN,4.3782,2582,175800
1125,210,26,<1H OCEAN,4.825,943,181000
5532,778,4,<1H OCEAN,7.2982,3651,343000
1642,297,25,<1H OCEAN,5.2088,1146,231400
2686,414,20,<1H OCEAN,5.8068,1507,263900
2018,328,20,<1H OCEAN,4.9318,1196,262400
2781,498,15,<1H OCEAN,5.614,1389,223300
1959,292,21,<1H OCEAN,7.375,891,338400
1947,250,18,<1H OCEAN,8.1871,605,500001
3088,474,8,<1H OCEAN,7.2707,1799,355300
3160,468,9,<1H OCEAN,7.5443,1675,348400
3195,410,11,<1H OCEAN,7.0671,1774,378200
2978,505,13,<1H OCEAN,6.6813,1794,277800
3611,614,18,<1H OCEAN,5.6345,2381,231000
3283,550,10,<1H OCEAN,6.6633,2491,283700
2829,394,10,<1H OCEAN,6.68,1510,359500
2473,476,20,<1H OCEAN,5.6817,2228,224200
1829,346,23,<1H OCEAN,4.8092,1277,217400
4412,924,14,<1H OCEAN,4.7027,2698,227600
2850,561,6,<1H OCEAN,5.5336,2160,241900
3034,451,20,<1H OCEAN,6.2742,1669,241300
4153,719,5,<1H OCEAN,5.6306,2435,286200
1870,348,14,<1H OCEAN,4.9769,1214,186500
1794,366,15,<1H OCEAN,5.7843,1533,209900
1807,378,15,<1H OCEAN,4.5045,1277,164500
906,149,16,<1H OCEAN,4.8173,605,235600
1929,345,15,<1H OCEAN,5.5248,1683,235600
2630,446,21,<1H OCEAN,5.0543,1789,232000
2199,361,22,<1H OCEAN,5.1149,1270,235700
2093,297,25,<1H OCEAN,6.4664,983,271500
5469,950,10,<1H OCEAN,5.9399,3083,241900
660,129,17,<1H OCEAN,4.9097,431,241000
1961,280,12,<1H OCEAN,6.7159,985,362700
1973,328,7,<1H OCEAN,6.234,1047,292200
1649,228,16,<1H OCEAN,6.6455,769,302600
2267,348,15,<1H OCEAN,7.1267,1150,277900
3526,559,6,<1H OCEAN,6.1463,1378,335500
1801,415,23,<1H OCEAN,2.5052,548,133700
7292,1295,6,<1H OCEAN,5.6411,2468,294700
1486,310,15,<1H OCEAN,4.3365,455,221000
1019,191,33,<1H OCEAN,4.0929,938,165000
1535,330,28,<1H OCEAN,4.1146,1937,160100
1934,408,26,<1H OCEAN,3.6765,2059,163600
4559,1163,21,<1H OCEAN,3.2052,5124,179000
2298,575,24,<1H OCEAN,3.4509,2409,182400
7609,1446,23,<1H OCEAN,4.8424,6034,195300
3477,671,28,<1H OCEAN,4.4671,2990,172600
2396,452,29,<1H OCEAN,4.375,2000,185500
2358,415,27,<1H OCEAN,5.2297,1562,192800
2529,423,17,<1H OCEAN,5.1017,1756,240700
2512,526,27,<1H OCEAN,4.25,3033,162900
3127,610,27,<1H OCEAN,4.6333,3257,173600
6404,1232,21,<1H OCEAN,4.2098,6047,193400
1848,339,26,<1H OCEAN,4.087,1952,182500
938,242,34,<1H OCEAN,3.5625,769,194500
2391,605,35,<1H OCEAN,2.5551,1886,182100
1536,371,43,<1H OCEAN,2.8,1256,153300
1481,409,27,<1H OCEAN,2.5769,1505,137500
2914,768,22,<1H OCEAN,2.2031,2962,164000
3515,807,29,<1H OCEAN,2.7562,3572,160100
3375,867,20,<1H OCEAN,2.6894,4610,182200
8162,2124,15,<1H OCEAN,3.3306,8793,210300
3315,1042,15,<1H OCEAN,2.3199,2749,140100
3148,1116,15,<1H OCEAN,3.0466,3556,159600
1525,485,18,<1H OCEAN,3.7198,1705,128600
2109,592,11,<1H OCEAN,4.0452,2744,205900
1602,358,31,<1H OCEAN,4.4896,1179,156800
762,182,34,<1H OCEAN,3.5625,611,201800
12980,2568,12,<1H OCEAN,5.2415,8190,286500
5524,914,31,<1H OCEAN,5.5592,2848,229900
4430,992,15,<1H OCEAN,4.5533,3278,209900
835,181,33,<1H OCEAN,5.1082,781,195800
3633,843,31,<1H OCEAN,3.2222,2677,184800
821,149,43,<1H OCEAN,4.25,370,209100
1461,284,43,<1H OCEAN,3.2279,800,182400
1237,232,42,<1H OCEAN,3.8571,900,187500
1579,339,28,<1H OCEAN,4.1615,1252,214800
802,149,40,<1H OCEAN,4.0446,445,196300
4045,885,29,<1H OCEAN,3.1982,3036,171700
3936,860,22,<1H OCEAN,4.2312,3508,183800
2914,715,31,<1H OCEAN,3.7143,3547,178600
1558,281,41,<1H OCEAN,4.4167,970,215200
2987,539,26,<1H OCEAN,5.1099,1931,213100
1624,337,33,<1H OCEAN,4.0385,1412,167600
1834,377,34,<1H OCEAN,3.7188,1450,161500
2913,577,42,<1H OCEAN,3.7214,1873,167900
2218,286,34,<1H OCEAN,7.4559,827,456500
4137,636,37,<1H OCEAN,6.1008,1569,286200
3747,665,32,<1H OCEAN,5.4949,1687,330800
570,76,29,<1H OCEAN,12.3292,244,416700
1650,246,32,<1H OCEAN,6.8462,768,320900
962,146,24,<1H OCEAN,7.2861,492,328000
3650,527,22,<1H OCEAN,5.3774,1637,325600
3189,420,20,<1H OCEAN,7.5813,1234,374100
2522,547,9,<1H OCEAN,4.9091,1591,259700
2655,487,16,<1H OCEAN,6.057,1862,246800
1050,245,16,<1H OCEAN,4.5187,722,163500
3275,529,16,<1H OCEAN,5.5429,1863,269100
3334,565,13,<1H OCEAN,7.105,2240,273900
3719,588,17,<1H OCEAN,6.7867,2089,273700
1767,268,16,<1H OCEAN,6.9584,1061,351600
4043,764,19,<1H OCEAN,6.1504,2196,268400
1334,389,16,<1H OCEAN,3.7153,1103,229800
1777,328,17,<1H OCEAN,5.4225,1235,258100
8748,1547,15,<1H OCEAN,5.8322,4784,276600
3752,572,13,<1H OCEAN,6.1091,1581,329400
2496,351,25,<1H OCEAN,7.0544,1034,320700
1866,271,25,<1H OCEAN,6.8677,840,288500
1145,150,27,<1H OCEAN,5.716,492,348300
2998,603,16,<1H OCEAN,3.7622,1606,150000
42,14,42,<1H OCEAN,1.7361,26,500001
78,72,20,<1H OCEAN,1.0938,120,187500
6016,1404,14,<1H OCEAN,3.5745,3258,333700
3851,534,14,<1H OCEAN,7.0735,2052,335600
2052,405,15,<1H OCEAN,5.8686,1380,181100
1136,365,2,<1H OCEAN,4.375,535,425000
6751,,9,<1H OCEAN,5.34,4240,257400
4778,1047,3,<1H OCEAN,5.7695,2522,271400
4430,841,3,<1H OCEAN,6.0959,2559,272700
2391,369,16,<1H OCEAN,5.8721,1419,267800
1386,260,21,<1H OCEAN,6.5226,946,258500
1837,278,25,<1H OCEAN,6.6842,1006,265300
1793,319,23,<1H OCEAN,5.5968,1145,243200
2938,589,16,<1H OCEAN,5.5073,1718,178900
2156,435,17,<1H OCEAN,5.6096,1400,199100
1603,287,16,<1H OCEAN,6.1256,1080,266900
1489,262,16,<1H OCEAN,7.3861,945,267000
2411,420,16,<1H OCEAN,6.5004,1671,263600
4228,734,12,<1H OCEAN,6.6086,2594,299400
1646,408,4,<1H OCEAN,5.0821,853,265500
957,139,9,<1H OCEAN,8.6675,532,441000
2534,,8,<1H OCEAN,7.8532,1527,422800
3469,896,17,<1H OCEAN,3.3884,2762,245800
2573,474,31,<1H OCEAN,5.6651,1898,204100
3805,596,22,<1H OCEAN,6.2892,2118,254200
426,61,8,<1H OCEAN,7.309,241,367900
12128,2112,19,<1H OCEAN,6.4419,6810,264500
3308,548,24,<1H OCEAN,5.6683,1891,248700
3224,652,23,<1H OCEAN,4.3807,2183,226900
5032,808,20,<1H OCEAN,6.6227,2695,264800
4430,729,25,<1H OCEAN,5.6965,2685,261100
1621,299,17,<1H OCEAN,5.2722,1028,186900
1351,372,20,<1H OCEAN,4.4712,1427,144000
1471,348,26,<1H OCEAN,5.3057,1089,226400
1310,267,23,<1H OCEAN,5.3994,910,237900
1519,186,5,<1H OCEAN,10.3798,705,500001
1819,245,5,<1H OCEAN,10.9722,802,500001
2428,513,15,<1H OCEAN,4.75,1687,254400
2073,343,14,<1H OCEAN,6.7093,1107,311200
91,12,43,<1H OCEAN,15.0001,58,500001
2385,513,29,<1H OCEAN,3.8421,1788,220700
2762,496,26,<1H OCEAN,5.6062,1716,226800
4900,814,18,<1H OCEAN,6.6176,2984,276200
2952,446,16,<1H OCEAN,5.6063,1525,320500
1684,387,19,<1H OCEAN,4.1389,1224,174100
4759,921,24,<1H OCEAN,5.6344,3188,228700
40,8,26,<1H OCEAN,7.7197,52,225000
3937,1054,10,<1H OCEAN,3.2617,2032,252200
1669,276,26,<1H OCEAN,4.7794,951,225800
2174,484,19,<1H OCEAN,5.0362,1645,255100
1212,251,24,<1H OCEAN,5.0808,799,212500
2791,496,33,<1H OCEAN,4.8304,1714,224900
4599,986,21,NEAR BAY,2.9817,2756,225000
2514,578,18,<1H OCEAN,3.3859,2205,158000
127,28,17,<1H OCEAN,4.5179,219,112500
3217,689,24,<1H OCEAN,3.4896,1196,226700
1845,325,35,<1H OCEAN,5.3912,1343,235300
3495,834,25,<1H OCEAN,4.8145,2484,230700
2015,484,33,<1H OCEAN,4.0655,1285,226800
4841,1130,14,<1H OCEAN,3.7614,813,137500
